,id,url,title,description,theme,publisher,keywords
170,namur-population-etat-civil-chiffres-absolus@digitalwallonia,https://data.opendatasoft.com/explore/dataset/namur-population-etat-civil-chiffres-absolus@digitalwallonia/information/,Namur - Population - Etat civil - Chiffres absolus,"<p>
	Statistiques Population de Namur - Situation d'état civil avec distinction Hommes et Femmes, par année et par quartier depuis 1985 - Chiffres absolus répartis par intervalles de 5 en 5 ans (Célibataires, Mariés, Veufs et autres).
Chiffres collectés au 1er janvier de chaque année depuis 1985. </p><p>
	Ce jeu de données est utilisé sur le Portail ""Statistiques des 46 quartiers de Namur"", onglet 
	<a href=""https://data.namur.be/pages/statistiquesaccueil/"">STATISTIQUES</a> de l’OPENDATA de la commune de Namur. </p>",['Administration and Public Services'],Ville de Namur,"['Namur', 'StatExport', 'Statistique', 'Quartier', 'Population', 'Age', 'Etat civil', 'Homme', 'Femme', 'Chiffres', 'Marié', 'Célibataire', 'Veuf', 'Autre', 'Structure de la population', 'StatExportEtatcivil']"
171,principaux-diplomes-et-formations-prepares-dans-les-etablissements-publics-sous-@blois-agglopolys-centrevaldeloire,https://data.opendatasoft.com/explore/dataset/principaux-diplomes-et-formations-prepares-dans-les-etablissements-publics-sous-@blois-agglopolys-centrevaldeloire/information/,Principaux diplômes et formations préparés dans les établissements publics sous tutelle du ministère en charge de l'Enseignement supérieur - Blois Agglopolys,"<p>Ce jeu de données présente la liste et les effectifs d'étudiants inscrits dans les principaux diplômes et formations préparés dans les établissements publics sous tutelle du ministère en charge de l'Enseignement supérieur en France pour les années universitaires 2006-07 à 2022-23.</p><p><span style=""font-family: inherit; font-size: 0.875rem;"">Il décline ces informations selon l'établissement, la localisation de la formation (jusqu'à la commune), la discipline de la formation et le sexe de l'étudiant.</span><br/></p><p>Les données sont tirées du système d'information sur le suivi de l'étudiant (SISE). Les inscriptions sont observées à la date du 15 janvier, sauf pour l’université de la Nouvelle-Calédonie qui dispose d’un délai supplémentaire pour prendre en compte le calendrier australe.</p><table class=""table table-bordered""><tbody><tr><td><p class=""MsoNormal""><font face=""Arial, sans-serif"">Deux dispositions règlementaires impactent les évolutions observées à partir de 2018-19 et créent des ruptures statistiques</font><span style=""font-family: Arial, sans-serif; font-size: 0.833rem;""> :</span><br/></p>

<p class=""MsoNormal""><span style='font-family:""Arial"",sans-serif'>- Le nouveau
Cadre National des Formations (CNF), mis en place pour les diplômes de Licence.
Le CNF réduit considérablement le nombre d’intitulés de diplôme. Certains de
ces intitulés sont devenus plus précis, conduisant à un classement par
discipline plus aisé : c’est le cas des licences de sciences, moins fréquemment
classées en « pluri-sciences », mais davantage en « sciences fondamentales et
applications » ou en « sciences de la nature et de la vie ». À l’inverse,
d’autres intitulés sont plus généraux, notamment dans les disciplines
littéraires (Licence mention Humanités par exemple) et sont plus fréquemment
classés en « pluri-lettres, langues, sciences humaines ».<o:p></o:p></span></p>

<p class=""MsoNormal""><span style='font-family:""Arial"",sans-serif'>- La mise en
place progressive de conventions entre les lycées possédant des classes
préparatoires aux grandes écoles (CPGE) et les Établissements publics à
caractère scientifique, culturel et professionnel (EPSCP), dont font partie les
universités, augmente significativement le nombre d’inscriptions en licence LMD
à partir de cette année, même si les doubles inscriptions étaient déjà
possibles et effectives auparavant. Les inscriptions comptabilisées en
université incluent ces doubles inscriptions. Ces deux évolutions impactent
surtout les effectifs détaillés par discipline en L1, filière qui accueille la
grande majorité des nouveaux entrants. L’impact sur les effectifs totaux est
plus marginal. Les évolutions tenant compte des doubles inscriptions sont à
périmètre réglementaire constant.<o:p></o:p></span></p></td></tr></tbody></table><p><strong style=""font-family: inherit; font-size: 0.833rem;"">Pour en savoir plus sur ce jeu de données, consultez la <a href=""https://data.enseignementsup-recherche.gouv.fr/api/datasets/1.0/fr-esr-principaux-diplomes-et-formations-prepares-etablissements-publics/attachments/descriptif_formations2023_docx/"" target=""_blank"">documentation du jeu de données</a>.</strong><br/></p>",['Éducation/Formation/Jeunesse'],Ministère de l'Enseignement supérieur et de la Recherche,['enseignement supérieur']
172,effectifs-d-eleves-par-niveau-sexe-langues-vivantes-1-et-2-les-plus-frequentes-p@lareunion,https://data.opendatasoft.com/explore/dataset/effectifs-d-eleves-par-niveau-sexe-langues-vivantes-1-et-2-les-plus-frequentes-p@lareunion/information/,"Effectifs d’élèves par niveau, sexe, langues vivantes 1 et 2 les plus fréquentes, par lycée d’enseignement général et technologique – Date d’observation au début du mois d’octobre chaque année à La Réunion","<p></p><p>Effectifs d’élèves par niveau, sexe, langues vivantes 1 et 2 les plus fréquentes,
<u>par lycée d’enseignement général et technologique à La Réunion</u> – Date d’observation au début du mois
<u>d’octobre </u>chaque année </p><p></p><p>Source : DEPP, Ministère de l’Éducation Nationale, de la Jeunesse et des Sports</p>Abréviations utilisées : <p></p><ul><li>2ndes GT : secondes générales et technologiques</li><li>1ère G : premières générales</li><li>Terminales G : Terminales générales</li><li>BT : Brevet de Technicien</li><li>LV1 : Langue Vivante 1, LV2 : Langue Vivante 2</li></ul>",['Éducation - Formation'],DEPP – Ministère de l’éducation nationale et de la jeunesse,"['établissements', 'lycée', 'élèves', 'langues vivantes']"
173,effectif-de-patients-par-pathologie-sexe-classe-d-age-a-la-reunion@lareunion,https://data.opendatasoft.com/explore/dataset/effectif-de-patients-par-pathologie-sexe-classe-d-age-a-la-reunion@lareunion/information/,"Effectif de patients par pathologie, sexe, classe d’âge à La Réunion","<p><span style='font-family: -apple-system, BlinkMacSystemFont, ""Segoe UI"", Roboto, Helvetica, Arial, sans-serif; font-size: 1.125rem;'>Informations générales :</span><br/></p>

<p>Les données présentent des informations sur les effectifs de patients pris en charge par l'ensemble des régimes d'assurance maladie. Elles sont disponibles par pathologie, traitement chronique ou épisode de soins, sexe et classe d’âge.</p>
<p>Les pathologies, traitements chroniques et épisodes de soins sont regroupés dans les catégories suivantes :</p>

<ul>
<li>maladies cardio-neurovasculaires ;</li>
<li>traitements du risque vasculaire (hors pathologies cardio-vasculaires) ;</li>
<li>diabète ;</li>
<li>cancers ;</li>
<li>pathologies psychiatriques ;</li>
<li>traitements psychotropes (hors pathologies psychiatriques) ;</li>
<li>maladies neurologiques et dégénératives ;</li>
<li>maladies respiratoires chroniques ;</li>
<li>maladies inflammatoires ou rares ou virus de l’immunodéficience humaine (VIH) ou sida ;</li>
<li>insuffisance rénale chronique terminale (IRCT) ;</li>
<li>maladies du foie ou du pancréas ;</li>
<li>autres affections de longue durée (ALD dont 31 et 32) ;</li>
<li>séjours en hospitalisation complète pour prise en charge de la Covid-19 (à partir de 2020) ;</li>
<li>maternité ;</li>
<li>traitements chroniques par antalgiques, anti-inflammatoires non stéroïdiens (AINS) et corticoïdes ;</li>
<li>séjours hospitaliers ponctuels.</li>
</ul>

<p>L'effectif de personnes qui ne présentent aucune des pathologies, traitements chroniques ou épisodes de soins mentionnés ci-dessus est également présenté.</p>
<p>La prévalence correspondante est également présentée dans les données. Elle correspond à la proportion de patients pris en charge, à un moment donné, pour une pathologie (ou traitement chronique ou épisode de soins) dans une population (en %). La population utilisée ici est celle de la cartographie des pathologies et des dépenses de l'Assurance Maladie.</p>


<h3><span>Secret statistique :</span></h3>
<p>Par respect pour le secret statistique (loi du 7 juin 1951) et afin que l’identification directe ou indirecte des individus soit impossible, aucune information sur les effectifs n'est communiquée lorsque le nombre de patients pris en charge est inférieur à 11.  La valeur de l'indicateur est alors indiqué par la variable « NS » (non significatif) dans le jeu de données et fixée à ""Non significatif"" dans les représentations graphiques.</p>









",['Santé'],Caisse nationale de l'Assurance Maladie,
174,population_age_indic_prop80@digitalwallonia,https://data.opendatasoft.com/explore/dataset/population_age_indic_prop80@digitalwallonia/information/,Namur - Population - Groupes d'âges - Part des 80 ans et plus,"<p style=""font-family: sans-serif;"">Statistiques Population de Namur - Les grands groupes d'âges avec distinction Hommes et Femmes par quartier. Indicateur : Part des 80 ans et plus - Chiffres collectés au 1er janvier de chaque année depuis 1985.</p><p style=""font-family: sans-serif;"">Ce jeu de données est utilisé sur le Portail ""Statistiques des 46 quartiers de Namur"", onglet <a href=""https://data.namur.be/pages/statistiquesaccueil/"" style=""color: rgb(35, 82, 124); text-decoration: underline; outline: 0px;"">Observatoire démographique</a> de l’OPENDATA de la commune de Namur. </p>",['Administration and Public Services'],Ville de Namur,"['Statistique', 'Age', 'Namur', 'Quartier', 'Population', 'Chiffres', 'Indicateur', 'Démographie', 'Structure de la population', 'StatExport']"
175,fr-esr-parcoursup@occitanie-dataeducation,https://data.opendatasoft.com/explore/dataset/fr-esr-parcoursup@occitanie-dataeducation/information/,Parcoursup vœux de poursuite d'études et de réorientation dans l'enseignement supérieur et réponses des établissements,"<p><b>Ce jeu de données présente les vœux de poursuite d’études et de réorientation dans l’enseignement supérieur ainsi que les propositions des établissements pour chaque formation – hors apprentissage – à la fin du processus d’affectation de la plateforme Parcoursup pour la session 2023 (du 18 janvier au 12 septembre 2023). Les données sont tirées de la plateforme Parcoursup 2023 et prennent en compte l’ensemble de la campagne jusqu’à la date du 12 septembre 2023. Elles sont disponibles sous forme de base de donnés à télécharger et sous forme de <a href=""https://data.enseignementsup-recherche.gouv.fr/pages/parcoursupdata/?disjunctive.fili&amp;sort=tri"" target=""_blank"">visualisation graphique « dataviz »</a>.</b></p><hr><p>Ce jeu de données est bâti à partir des données Parcoursup de la campagne 2023. L’application Parcoursup est la plateforme nationale de préinscription mise en place par le Ministère de l’Enseignement supérieur et de la recherche permettant aux élèves de candidater à l’entrée dans l’enseignement supérieur.</p><p>Il couvre l’ensemble des candidats ayant au moins un vœu d’orientation validé en phase principale (PP) et/ou complémentaire (PC), ce parmi les 13 869 formations proposées hors apprentissage. Il couvre ainsi 951 100 candidats. Un sous ensemble de données porte spécifiquement sur les 638 500 néo-bacheliers parmi ces candidats.</p><hr><p><span style=""font-family: inherit; font-size: 0.875rem;""><a href=""https://data.enseignementsup-recherche.gouv.fr/pages/parcoursupdata/?disjunctive.fili&amp;sort=tri"" target=""_blank"">Ce jeu de données est complété par une « dataviz » proposant une visualisation des principaux indicateurs</a>. </span>Ainsi, sont représentés graphiquement pour chaque formation détaillée, la capacité d’accueil, le nombre de vœux faits par les candidats dans une formation, le nombre de propositions d’admission faites par l’établissement sur cette formation, le nombre de candidats qui ont accepté cette proposition dans l’ensemble des phases de la procédure, les rangs du dernier appelé en phase principal.</p><p><a href=""https://data.enseignementsup-recherche.gouv.fr/pages/parcoursupdata/?disjunctive.fili&amp;sort=tri"" target=""_blank""><img src=""https://dataesr.enseignementsup-recherche.pro/images/P811-PORTFOLIO_FR_PARCOURSUP_EXPLORER.png"" style=""width: 532px;""/></a><span style=""font-family: inherit; font-size: 0.875rem;""><br></span></p><p>Ces principaux indicateurs sont complétés par un graphique représentant le rythme auquel les candidats qui s’inscrivent dans une formation, ont vu cette formation leur être proposée. Enfin, un zoom est réalisé sur le profil des néo-bacheliers qui ont accepté la proposition d’admission de la formation : série de baccalauréat, mention au baccalauréat (<i><b>dont la mention « Très bien » agrégée</b></i>), caractère boursier de l’enseignement secondaire ou non, origine géographique.<br></p><p><span style=""font-family: inherit; font-size: 0.875rem;"">Cette <a href=""https://data.enseignementsup-recherche.gouv.fr/pages/parcoursupdata/?disjunctive.fili&amp;sort=tri"" target=""_blank"">dataviz </a></span>se veut un outil complémentaire d’aide aux lycéens candidatant sur Parcoursup, en leur permettant de repérer un certain nombre de caractéristiques synthétiques sur chaque formation, reflétant les profils des admis ainsi que le rythme auquel les admis se sont vus, au cours de la procédure, proposer la formation in fine choisie.<br></p><p><span style=""font-family: inherit; font-size: 0.875rem;"">Les informations sont accessibles selon l’établissement d’accueil et la formation : </span><br></p><ul><li>Le nom de l’établissement et son n°UAI</li><li>La région, l’académie et le département de l’établissement</li><li>La formation demandée, agrégée et détaillée ainsi que sa nature sélective ou non</li><li>Le nombre de places (capacité d’accueil)</li><li>Le nombre de vœux reçus selon le sexe et la série du baccalauréat</li><li>Le nombre de vœux classés par l’établissement de la formation d’accueil selon la série du baccalauréat</li><li>Le nombre de propositions d’admission faites selon la série du baccalauréat </li><li>Le nombre de propositions d’admission faites aux différentes dates clés de la campagne Parcoursup et qui seront ensuite acceptées </li><li>Le nombre d’admis selon le sexe, la série du baccalauréat et la mention obtenue</li><li>Le rang du dernier appelé de son groupe parmi les candidatures en phase principale</li><li>Le nombre de boursiers de l’enseignement secondaire pour les lycéens de terminale et de l’enseignement supérieur pour les étudiants en réorientation</li><li>Le nombre de candidats admis en BTS ou en CPGE et issus de leur lycée (i.e. le lycée où ils étaient inscrits en terminale)</li></ul><p>Depuis 2021 la mention « Très bien » est détaillée par deux variables : la mention « Très Bien (hors félicitations) » (entre 16 et 18 de moyenne au baccalauréat) et la mention « Très bien avec félicitations du jury » (plus de 18 de moyenne au baccalauréat). Egalement, le nombre de groupes d’appelés a été réduit à trois ; il s’agit du rang affiché sur la cartographie Parcoursup et ce rang est susceptible d’être supérieur au nombre de classés pour certaines formations qui utilisent les listes communes d’appelés (elles sont identifiées par la variable « list_com »).</p><hr><p><span style=""font-family: inherit; font-size: 0.875rem;"">Comme les années précédentes, les données issues de la </span><a href=""https://dossier.parcoursup.fr/Candidat/carte"" style=""font-size: 0.875rem; background-color: rgb(255, 255, 255);"" target=""_blank"">cartographie du site parcoursup.fr</a><span style=""font-family: inherit; font-size: 0.875rem;""> ont été ajoutées. Deux indicateurs supplémentaires sont disponibles pour l’ensemble des candidats pour chaque formation en fin de fichier :</span><br></p><p>-<span style=""white-space:pre"">	</span> <b>Taux d’accès</b> : rapport entre le nombre de candidats dont le rang de classement est inférieur ou égal au rang du dernier appelé de son groupe et le nombre de candidats ayant validé un vœu pour la formation étudiée en phase principale (hors GDD - phase permettant de redistribuer les places laissées vacantes à l’issue de la phase principale aux néo-bacheliers sans proposition). <span style=""font-family: inherit; font-size: 0.875rem;"">Tous ces candidats n’ont pas intégré la formation, soit parce qu’ils ont eux-mêmes renoncé à cette formation avant de recevoir la proposition d’admission, soit parce qu’ils ont eu le choix entre plusieurs formations et ont au final accepté la proposition d’une autre formation. </span><span style=""font-family: inherit; font-size: 0.875rem;"">Si le taux est de 100%, cela signifie qu'aucun candidat n’était en attente de proposition dans cette formation à la fin de la PP (hors GDD).</span></p><p><span style=""font-family: inherit; font-size: 0.875rem;"">-</span><span style=""font-family: inherit; font-size: 0.875rem; white-space: pre;"">	</span><b>Répartition par type de baccalauréat, des candidats qui étaient en position de recevoir une proposition en phase principale en 2023</b> = Répartition par baccalauréat du nombre de candidats dont le rang de classement est inférieur ou égal au rang du dernier appelé de son groupe en phase principale (hors GDD)<br></p><p>Seuls les candidats scolarisés en France ou de nationalité européenne sont pris en compte dans le calcul de ces 2 indicateurs.<br></p><p><b>Le mode de calcul de ces deux indicateurs est identique à celui de l’année dernière.</b></p><p><span style=""font-weight: bolder; font-size: 0.875rem;"">/!\</span><span style=""font-weight: bolder; font-size: 0.875rem;""> </span><b>Ces deux indicateurs ne peuvent être recalculés à partir des données disponibles dans cet opendata.</b></p><p><span style=""color: rgb(0, 0, 0);""><b>1er juillet 2024</b> : les valeurs de deux variables ont été modifiées pour mieux prendre en compte l'origine géographique de certains bacheliers agricoles :</span></p><ul><li><li style="""">Dont effectif des admis néo bacheliers issus de la même académie</li><li style="""">Dont effectif des admis néo bacheliers issus de la même académie (Paris/Créteil/Versailles réunies)</li></li></ul><p><span style=""color: rgb(0, 0, 0);""><b>19 janvier 2024</b> : suite à un problème technique, certaines variables de la première version du jeu de données présentaient des valeurs erronées, désormais corrigées :</span></p><ul><li><span style=""color: rgb(0, 0, 0);"">% d’admis ayant reçu leur proposition d’admission à l'ouverture de la procédure principale</span></li><li><span style=""color: rgb(0, 0, 0);"">% d’admis ayant reçu leur proposition d’admission avant le baccalauréat</span></li><li><span style=""color: rgb(0, 0, 0);"">% d’admis ayant reçu leur proposition d’admission avant la fin de la procédure principale</span></li><li>Nombre du dernier appelé<br><b><br></b></li></ul><hr><div><br></div><p>Le jeu de données permet ainsi d’observer pour chaque formation présente dans Parcoursup et pour chaque établissement d’accueil la demande et la satisfaction de celle-ci, le profil des candidats et celui des admis ainsi que d’autres résultats à la fin du processus d’affectation. </p><p>Parcoursup est le portail internet national de préinscription à l’enseignement supérieur. Parcoursup s’adresse à toute personne qui souhaite s’inscrire dans une première année de l’enseignement supérieur. On retrouve ainsi principalement les néo-bacheliers, les étudiants en réorientation et les étudiants étrangers. Ils doivent formuler et confirmer des vœux pour recevoir une affectation. Un candidat peut faire jusqu’à 10 vœux non hiérarchisés en phase principale. Attention, pour certaines formations, les vœux peuvent être multiples : chaque vœu multiple est composé de sous-vœux qui correspondent chacun à une formation dans un établissement donné. C’est le cas par exemple pour les écoles d’ingénieur ou de commerce s’inscrivant dans le cadre d’un concours national.</p>","['Elèves, étudiants et apprentis', 'Enseignement supérieur', 'Parcours et insertion professionnelle']",Ministère de l'Enseignement supérieur et de la Recherche > Sous-Direction des systèmes d'information et des études statistiques (SIES) > Département des études statistiques sur l'enseignement supérieur,"['éducation', 'orientation', 'enseignement supérieur', 'étudiants', 'formations', 'formation', 'parcoursup', 'STS', 'CPGE', 'licence', 'UAI', 'boursiers', 'boursier', 'endo-recrutement', 'rang', 'admis', 'admissibles', 'places', 'voeux', 'demande', 'offre', 'établissement', 'établissements', 'capacité', 'propositions', 'proposition', 'vœu', 'vœux', 'voeu', 'BTS', 'école de commerce', ""CPGE intégrée à l'université"", 'DEUST', 'DCG', 'BUT', 'L.AS', 'PASS']"
176,effectifs-deleves-par-niveau-sexe-langues-vivantes-1-et-2-les-plus-frequentes-pa@occitanie-dataeducation,https://data.opendatasoft.com/explore/dataset/effectifs-deleves-par-niveau-sexe-langues-vivantes-1-et-2-les-plus-frequentes-pa@occitanie-dataeducation/information/,Effectifs d’élèves en lycée d'enseignement général et technologique,"<p></p>Ce jeu de données contient les effectifs des lycées d'enseignement général et technologique par niveau, sexe, principales langues vivantes 1 et langues vivantes 2, observés au début du mois d’octobre de chaque année. Dernière observation le 01/10/2022.","['Elèves, étudiants et apprentis', 'Enseignements']",DEPP – Ministère de l’éducation nationale et de la jeunesse,"['établissements', 'lycée', 'élèves', 'langues vivantes']"
177,population-par-sexe-age-et-nationalite-par-commune-2014@saintgermainlescorbeil-grandparissud,https://data.opendatasoft.com/explore/dataset/population-par-sexe-age-et-nationalite-par-commune-2014@saintgermainlescorbeil-grandparissud/information/,"Population par sexe, âge et nationalité par commune (2014)","<p>Recensement de la population par age, sexe et nationalité en 2014 par commune.</p><h2>Présentation de l'opération</h2><p>Organisme producteur :</p><pre>Insee. Direction des statistiques démographiques et sociales (DSDS) </pre><p>Type d'opération :</p><pre>Recensement de la population</pre><p>Objectifs :</p><pre>La loi nº 2002-276 du 27 février 2002 (articles 156 à 158) fonde les principes d'exécution du recensement et d'authentification annuelle des populations légales des communes.  Le Décret en Conseil d'État nº2003-485 publié au Journal officiel du 8 juin 2003 définit les modalités d'application de la loi. L'arrêté du 19 juillet 2007 encadre la diffusion des résultats du recensement de la population.  Le recensement de la population permet de connaître la population de la France, dans sa diversité et son évolution. Il fournit des statistiques sur le nombre d'habitants et sur leurs caractéristiques : répartition par sexe et âge, professions exercées, conditions de logement, modes de transport, déplacements domicile travail ou domicile-études, etc.  Les résultats sont produits tous les ans et permettent :  - aux administrations et collectivités locales d'adapter les équipements collectifs : crèches, hôpitaux, établissements scolaires, équipements sportifs, transports, etc. et de préparer les politiques locales ; - aux professionnels publics et privés de mieux connaître le parc de logements ; - aux entreprises d'avoir des données précises pour mieux connaître leur marché potentiel ou les disponibilités de main-d'oeuvre sur un secteur géographique donné ; - aux associations, notamment celles qui œuvrent dans le domaine sanitaire, social, éducatif ou culturel, de mieux agir selon les besoins de la population.</pre><p>Thèmes abordés :</p><pre>Le questionnaire intitulé feuille de logement, comporte 15 questions relatives aux caractéristiques et au confort du logement ainsi qu'à la composition du ménage. Il existe pour les DOM une feuille de logement spécifique. Le questionnaire intitulé bulletin individuel, comprend 25 questions s'articulant autour de l'âge, du lieu de naissance, de la nationalité, du niveau d'études, du lieu de résidence 1 an plus tôt et de l'activité professionnelle. Il concerne toutes les personnes vivant habituellement dans le logement.</pre><h2>Champ de l'opération</h2><p>Champ géographique :</p><pre>Le recensement couvre la France, hors Mayotte, et les collectivités d'outre-mer de Saint-Barthélemy, Saint-Martin et Saint-Pierre-et-Miquelon. Mayotte et les collectivités d'outre-mer de Nouvelle-Calédonie, Polynésie française et des îles de Wallis-et-Futuna procèdent à des recensements généraux tous les cinq ans. </pre><h2>Caractéristiques techniques</h2><p>Unité statistique enquêtée :</p><pre>Personnes résidant en France, hors Mayotte, et les collectivités d'outre-mer de Saint-Barthélemy, Saint-Martin et Saint-Pierre-et-Miquelon. </pre><p>Périodicité de l'opération :</p><pre>Les enquêtes de recensement sont annuelles. Le recensement fournit, chaque année, des résultats à partir des informations collectées lors des cinq enquêtes annuelles les plus récentes.</pre><p>Période et mode de collecte :</p><pre>Le recensement est placé sous la responsabilité de l'État. Les communes - ou les établissements publics de coopération intercommunale (EPCI) - préparent et réalisent les enquêtes de recensement et reçoivent, à ce titre, une dotation financière de l'État. L'Insee a pour mission d'organiser et de contrôler la collecte des informations. Il recueille ensuite l'information collectée, exploite les questionnaires et diffuse les résultats. Depuis 2015, il est possible de se faire recenser par internet : un agent recenseur recruté par la commune ou l'EPCI, remet aux habitants une notice comportant des codes d'accès individuels. Les personnes peuvent ensuite renseigner les questionnaires en ligne. Ceux-ci sont directement transmis à l'Insee. La réponse sur questionnaire papier reste possible pour les personnes qui ne peuvent pas répondre par internet. L'agent recenseur dépose les questionnaires et les reprend une fois remplis. La collecte s'effectue en janvier et février (en février et mars à La Réunion). </pre><p>Historique :</p><pre>Depuis 2004, le recensement repose sur une collecte d'information annuelle, concernant successivement tous les territoires communaux au cours d'une période de cinq ans. Ce recensement, organisé suivant cette méthode, succède aux recensements généraux de la population dont 1999 aura été la dernière édition. Les cinq premières enquêtes de recensement ont été réalisées de 2004 à 2008. Elles ont permis de produire les résultats du recensement, millésimé 2006, date du milieu de la période. Depuis, chaque année, des résultats de recensement sont produits à partir des cinq enquêtes annuelles les plus récentes : avec abandon des informations issues de l'enquête la plus ancienne et prise en compte de l'enquête nouvelle.</pre><p>Plan de sondage :</p><pre>Les communes de moins de 10 000 habitants réalisent une enquête de recensement portant sur toute la population, à raison d'une commune sur cinq chaque année. Les communes de 10 000 habitants ou plus réalisent tous les ans une enquête par sondage auprès d'un échantillon de logements représentant 8 % de leur population. Ainsi, chaque année, l'enquête annuelle constitue un échantillon de 14 % des personnes vivant en France. Sur une période de cinq ans, l'ensemble des habitants des communes de moins de 10 000 habitants et 40 % de la population des communes de 10 000 habitants ou plus sont pris en compte dans le recensement.</pre><p>Méthodologie :</p><pre>Les informations ainsi collectées sont ramenées à une même date pour toutes les communes afin d'assurer l'égalité de traitements entre elles et d'obtenir une bonne fiabilité des données. Dans les communes de 10 000 habitants ou plus, on s'appuie sur un répertoire d'immeubles localisés (RIL) exhaustif donnant le nombre de logements par adresse. Dans les communes de moins de 10 000 habitants on utilise les décomptes de logements tirés des fichiers de la taxe d'habitation (TH).</pre><p>Autres spécifications :</p><pre>Le recensement de la population fait l'objet d'une exploitation principale et d'une exploitation complémentaire. L'exploitation principale fournit des résultats sur la structure de la population, la formation et les diplômes, les déplacements et les migrations, la situation vis-à-vis de l'emploi. L'exploitation complémentaire fournit des résultats sur les professions et catégories professionnelles, les secteurs d'activité économiques et la structure familiale des ménages. Pour les communes de moins de 10 000 habitants elle porte sur 20 % des ménages. Pour les communes de 10 000 habitants ou plus, l'exploitation complémentaire porte sur l'ensemble des bulletins collectés soit environ 40 % des ménages.</pre><p>Voir aussi</p><ul> <li><a href=""https://www.insee.fr/fr/metadonnees/source/s1170"">État civil </a></li><li><a href=""https://www.insee.fr/fr/metadonnees/source/s1169"">Estimations de population</a></li></ul>","['Services, Social']",INSEE,"['Recensement', 'Population', '2014']"
178,population-active-25-54-ans-par-sexe-et-activite-1968-2011@risorangis-grandparissud,https://data.opendatasoft.com/explore/dataset/population-active-25-54-ans-par-sexe-et-activite-1968-2011@risorangis-grandparissud/information/,Population active 25-54 ans par sexe et activité 1968 - 2011 Grand Paris Sud,"<p class=""deprecation-message"">Ce jeu n'est plus maintenu, vous pouvez utiliser le nouveau jeu de données ""demographyref[tiret]france-pop-active-sexe-activite-commune-millesime"".<br/></p>
<p>Les bases de données présentent aux niveaux départemental et communal  la structure de la population active de 25 à 54 ans selon les  composantes suivantes : la catégorie socioprofessionnelle, le niveau de  diplôme, le sexe et le secteur d'activité.</p><p>Afin d'assurer la comparabilité dans le temps, le champ de la  population n’est pas la population de 15 ans ou plus, mais la population  des 25-54 ans.</p>","['Economy, Business, SME, Economic development, Employment']",INSEE,"['Population', 'population active', 'Sexe']"
179,population-scolarisee-et-non-scolarisee-par-age-et-sexe-2012@risorangis-grandparissud,https://data.opendatasoft.com/explore/dataset/population-scolarisee-et-non-scolarisee-par-age-et-sexe-2012@risorangis-grandparissud/information/,Population scolarisée et non scolarisée par age et sexe - 2012,<p>Structure par sexe et âge de la population scolarisée et population de  15 ans ou plus non scolarisée selon le diplôme le plus élevé obtenu.</p>,"['Education, Training, Research, Teaching']",INSEE,"['Population', 'scolarisee', 'diplome']"
180,population-scolarisee-et-non-scolarisee-par-age-et-sexe-2012@moissycramayel-grandparissud,https://data.opendatasoft.com/explore/dataset/population-scolarisee-et-non-scolarisee-par-age-et-sexe-2012@moissycramayel-grandparissud/information/,Population scolarisée et non scolarisée par age et sexe - 2012,<p>Structure par sexe et âge de la population scolarisée et population de  15 ans ou plus non scolarisée selon le diplôme le plus élevé obtenu.</p>,"['Education, Training, Research, Teaching']",INSEE,"['Population', 'scolarisee', 'diplome']"
181,namur-population-etat-civil-autre@digitalwallonia,https://data.opendatasoft.com/explore/dataset/namur-population-etat-civil-autre@digitalwallonia/information/,Namur - Population - Etat civil - Autres situations par groupes d'âges quinquennaux et quartier,"<p style=""font-family: sans-serif;"">Statistiques Population de Namur - Situation d'état civil avec distinction Hommes et Femmes, par année et par quartier depuis 1985 - Chiffres absolus répartis par intervalles de 5 en 5 ans (Veufs). Chiffres collectés au 1er janvier de chaque année depuis 1985. </p><p style=""font-family: sans-serif;"">Ce jeu de données est utilisé sur le Portail ""Statistiques des 46 quartiers de Namur"", onglet <a href=""https://data.namur.be/pages/statistiquesaccueil/"">O</a>bservatoire démographique de l’OPENDATA de la commune de Namur. </p>",['Administration and Public Services'],Ville de Namur,"['Statistique', 'StatExport', 'Population', 'Structure de la population', 'Etat civil', 'Quartier', 'statistiques']"
