,id,url,title,description,theme,publisher,keywords
708,cdt62_gastronomie_en@tourisme62,https://data.opendatasoft.com/explore/dataset/cdt62_gastronomie_en@tourisme62/information/,Gastronomie (Anglais),Gastronomie dans le Pas-de-Calais.<br/><p>Ce jeu de données est en Anglais.</p>,['Gastronomie'],Comité départemental de tourisme du Pas-de-Calais,
709,population-par-age-en-2012-et-2017-en-region-centre-val-de-loire@centrevaldeloire,https://data.opendatasoft.com/explore/dataset/population-par-age-en-2012-et-2017-en-region-centre-val-de-loire@centrevaldeloire/information/,[Archive]Population par âge en 2012 et 2017 en Région Centre-Val de Loire,"<p>Ce jeu de données a été mis à jour avec le RP 2018. Voir : <a href=""https://data.centrevaldeloire.fr/explore/dataset/population-par-age-en-2013-et-2018-en-region-centre-val-de-loire/information/"" target=""_blank"">https://data.centrevaldeloire.fr/explore/dataset/population-par-age-en-2013-et-2018-en-region-centre-val-de-loire/information/</a></p><p>Population par grandes tranches d'âges en 2012 et 2017 des communes de la Région Centre-Val de Loire.</p><p>Géographie au 1er janvier 2020.</p><p>Ces résultats sont issus du recensement 2017.<br/></p><p>Tranches d'âges :</p><ul><li>0-14 ans</li><li>15-29 ans</li><li>30-44 ans</li><li>45-59 ans</li><li>60-74 ans</li><li>75-89 ans</li><li>90 ans et +</li></ul><p>Définitions et fiches conseil thématiques :</p><ul><li><a href=""https://insee.fr/fr/information/2383278#def_P"" target=""_blank"">https://insee.fr/fr/information/2383278#def_P</a><br/></li><li><a href=""https://www.insee.fr/fr/information/2383177"" target=""_blank"">https://www.insee.fr/fr/information/2383177</a><br/></li></ul><p>Le  recensement de la population permet de connaître la diversité et  l'évolution de la population de la France. L’Insee fournit ainsi des  statistiques sur les habitants et les logements, leur nombre et leurs  caractéristiques : répartition par sexe et âge, professions, conditions  de logement, modes de transport, déplacements domicile-travail, etc.</p><p>Les  effectifs supérieurs à 500 peuvent normalement être utilisés en toute  confiance. Les effectifs inférieurs à 200 doivent être maniés avec  précaution, car, en raison de l'imprécision liée au sondage, ils peuvent  ne pas être significatifs. Les comparaisons entre territoires de  petites tailles sont à proscrire.</p><p>Pour des zones de moins de 2 000  habitants, il est recommandé de ne pas utiliser les données issues de  l'exploitation complémentaire.</p><p>Pour plus d'information  méthodologique, vous pouvez consulter les fiches ""Conseils pour  l'utilisation des résultats du recensement"" en cliquant sur le lien :  <a href=""https://www.insee.fr/fr/information/2383177"" target=""_blank"">https://www.insee.fr/fr/information/2383177</a></p><p>Ces  fiches présentent les caractéristiques nouvelles du recensement de la  population et traitent de leurs conséquences sur l'utilisation des  données. Elles précisent en particulier les changements affectant les  principales variables statistiques et leur comparabilité avec les  recensements précédents.</p>",['Santé/Social'],INSEE,"['Population', 'Ages', 'INSEE', 'Recensement', 'Commune', 'EPCI', 'Archive']"
710,cdt62_gastronomie_nl@tourisme62,https://data.opendatasoft.com/explore/dataset/cdt62_gastronomie_nl@tourisme62/information/,Gastronomie (Néerlandais),Gastronomie dans le Pas-de-Calais.<br/><p>Ce jeu de données est en Néerlandais.</p>,['Gastronomie'],Comité départemental de tourisme du Pas-de-Calais,
711,namur-limites-des-localites@namur,https://data.opendatasoft.com/explore/dataset/namur-limites-des-localites@namur/information/,Namur - Limites des Localités,"Découpage de Namur en 26 localités. Observatoire des chiffres par localité à la date du jour.   Par localité, vous trouverez : <span style=""font-size: 0.875rem;"">Nombre d'habitants, </span><span style=""font-size: 0.875rem;"">Nombre d'habitants par genre (Masculin/Féminin), </span><span style=""font-size: 0.875rem;"">Nombre d'hommes, femmes et enfants de moins de 20ans,</span><span style=""font-size: 0.875rem;""> Nombre de chefs de ménages, isolés et personnes en communauté, </span><span style=""font-size: 0.875rem;"">Nombre de voiries, </span><span style=""font-size: 0.875rem;""> Altitude minimun et maximum, </span><span style=""font-size: 0.875rem;"">Superficie (km²), </span><span style=""font-size: 0.875rem;"">Densité de population.</span>","['Administration, Gouvernement, Finances publiques, Citoyenneté']",Ville de Namur,"['Commune', 'Namur', 'Limite', 'Population', 'Homme', 'Femme', 'Enfant', 'Ménage', 'Habitant', 'Voirie', 'Chiffres', 'densité', 'superficie', 'Fonds de plan', 'Habitante']"
712,data-es@ra-normandie-dataeducation,https://data.opendatasoft.com/explore/dataset/data-es@ra-normandie-dataeducation/information/,Equipements sportifs,"<h2 style='box-sizing: border-box; font-family: ""Helvetica Neue"", Helvetica, Arial, sans-serif; font-weight: 500; line-height: 1.1; color: rgb(55, 60, 66); margin-top: 20px; margin-bottom: 10px; font-size: 30px; font-style: normal; font-variant-ligatures: normal; font-variant-caps: normal; letter-spacing: normal; orphans: 2; text-align: start; text-indent: 0px; text-transform: none; white-space: normal; widows: 2; word-spacing: 0px; -webkit-text-stroke-width: 0px; background-color: rgb(255, 255, 255); text-decoration-thickness: initial; text-decoration-style: initial; text-decoration-color: initial;'>Recensement des équipements sportifs, espaces et sites de pratiques</h2><p style='box-sizing: border-box; font-family: ""Helvetica Neue"", Helvetica, Arial, sans-serif; font-weight: 500; line-height: 1.1; color: rgb(55, 60, 66); margin-top: 20px; margin-bottom: 10px; font-size: 30px; font-style: normal; font-variant-ligatures: normal; font-variant-caps: normal; letter-spacing: normal; text-align: start; text-indent: 0px; text-transform: none; white-space: normal; word-spacing: 0px; -webkit-text-stroke-width: 0px; background-color: rgb(255, 255, 255); text-decoration-thickness: initial; text-decoration-style: initial; text-decoration-color: initial;'><span style='color: rgb(51, 51, 51); font-family: ""Helvetica Neue"", Helvetica, Arial, sans-serif; font-size: 14px; font-style: normal; font-variant-ligatures: normal; font-variant-caps: normal; font-weight: 400; letter-spacing: normal; orphans: 2; text-align: start; text-indent: 0px; text-transform: none; white-space: normal; widows: 2; word-spacing: 0px; -webkit-text-stroke-width: 0px; background-color: rgb(255, 255, 255); text-decoration-thickness: initial; text-decoration-style: initial; text-decoration-color: initial; display: inline !important; float: none;'>Le
 recen­se­ment natio­nal de l’inté­gra­lité des équipements spor­tifs, 
espa­ces et sites de pra­ti­ques cons­ti­tue l’une des actions 
prio­ri­tai­res conduite par le ministère chargé des sports. La 
démar­che enga­gée a pour objec­tif de per­met­tre une bonne 
connais­sance partagée des équipements et sites existants et d’aider à 
une meilleure perception des inégali­tés ter­ri­to­ria­les dans leur 
répar­ti­tion. C'est un élément préalable à toute démarche prospective 
d'aménagement du territoire.</span></p><p></p>","['Données de références', 'Sport, jeunesse et vie associative']",Ministère des sports,"['Equipements', 'DataES', 'Sport']"
713,fb61-mobilitatsbefragung-2019-wege@dortmund,https://data.opendatasoft.com/explore/dataset/fb61-mobilitatsbefragung-2019-wege@dortmund/information/,Mobilitätsbefragung 2019,"<p><span style=""font-family: inherit; font-size: 0.875rem;"">Haushaltsbefragung zum Mobilitätsverhalten der Dortmunder Bevölkerung - Wege 2019</span></p>","['Traffic', 'Population and society']",Stadt Dortmund,"['Mobilität', 'Befragung']"
714,cdt62_gastronomie@tourisme62,https://data.opendatasoft.com/explore/dataset/cdt62_gastronomie@tourisme62/information/,Gastronomie (Français),Gastronomie dans le Pas-de-Calais.<br><p>Ce jeu de données est en Français.</p>,['Gastronomie'],Comité départemental de tourisme du Pas-de-Calais,
715,fb61-mobilitatsbefragung-2019-personen@dortmund,https://data.opendatasoft.com/explore/dataset/fb61-mobilitatsbefragung-2019-personen@dortmund/information/,Mobilitätsbefragung 2019,"<p><span style=""font-family: inherit; font-size: 0.875rem;"">Haushaltsbefragung zum Mobilitätsverhalten der Dortmunder Bevölkerung - Personen 2019</span></p>","['Traffic', 'Population and society']",Stadt Dortmund,"['Mobilität', 'Befragung']"
716,etudes-studies-2022@bruxellesdata,https://data.opendatasoft.com/explore/dataset/etudes-studies-2022@bruxellesdata/information/,Etudes réalisées en 2022,"<p><span style='font-size: 12pt; font-family: ""Calibri Light"";'>Inventaire des études réalisées en 2022
pour le compte de la Ville de Bruxelles 
- art 6, § 1er, 3° Décret et ordonnance conjoints du 16/05/2019
publicité de l'administration</span><br/></p>","['Public services, Administration']",Ville de Bruxelles/Stad Brussel,"['études', 'inventaire']"
717,statbel-population-2023@digitalwallonia,https://data.opendatasoft.com/explore/dataset/statbel-population-2023@digitalwallonia/information/,"Statbel - Population par lieu de résidence, nationalité, état civil, âge et sexe pour la Belgique et les régions, 2023","<p>StatBel - Population par lieu de résidence, nationalité, état civil, âge et sexe pour la Belgique et les régions, 2023.  La structure de la population recouvre des statistiques relatives à la population et aux caractéristiques de cette population. <span style=""font-size: 0.875rem;"">Il s’agit du nombre d’habitants et des caractéristiques suivantes: sexe, âge, résidence, état civil, nationalité et ménages.</span><span style=""font-size: 0.875rem;"">Cette statistique est consacrée à la population résidente, telle qu’inscrite au Registre national des personnes physiques (RNPP), au 1er janvier de la période de référence concernée. </span><span style=""font-size: 0.875rem;"">La population belge comprend les Belges et les non-Belges admis ou autorisés à s’établir ou à séjourner sur le territoire mais ne comprend pas les non-Belges séjournant pendant moins de trois mois sur le territoire, les demandeurs d’asile et les non-Belges en situation irrégulière.</span></p><div>      </div>",['Administration and Public Services'],Statbel,"['Structure de la population', 'Population', 'Age', 'Nationalité', 'Etat civil', 'Belgique', 'Région', 'province', 'statbel']"
718,fr-en-etic_1d@dataeducation,https://data.opendatasoft.com/explore/dataset/fr-en-etic_1d@dataeducation/information/,Enquête ETIC 1er degré – Enquête cessée à partir de 2020,"<p>Les enquêtes ETIC 1er degré et 2nd degré n’existent plus. <br>Les enquêtes Microtic prennent la suite pour fournir le niveau de quelques équipements informatiques. <br>Les
 données Microtic nationales sont disponibles dans des publications 
comme le RERS, seule MicroTic 2nd degré est une enquête exhaustive 
continuant de donner lieu à une mise en open data.</p><p>ETIC était un système d'information mis en place par le Ministère de 
l'éducation nationale en co-maîtrise d'ouvrage entre la DEPP (Direction 
de l'évaluation, de la prospective et de la performance) et la DNE 
(Direction du numérique pour l'éducation).<br>Il permettait une collecte
 annuelle, auprès de toutes les écoles et tous les établissements 
scolaires publics de France, des données concernant les équipements 
numériques, les infrastructures et les services.Il servait aussi d'outil
 de pilotage du numérique aux directeurs d'écoles et chefs 
d'établissements et tous les échelons supérieurs (Inspecteur de 
l'éducation nationale, Directeur académique des services de l'éducation 
nationale, Délégué académique au numérique, Ministère de l'éducation 
nationale) et fournissait des indicateurs sur tous les périmètres de 
l'échelon école/établissement au périmètre national. Ces indicateurs 
servaient, entre autres, à alimenter le chapitre 2.10 du """"Repère et 
références statistiques"""" (publié annuellement par la DEPP) et au 
dialogue de gestion entre les académies et l'administration centrale.<br>Il était enfin utilisé pour répondre aux demandes émanant des collectivités territoriales ou d'autres partenaires du Ministère.</p>","['Etablissements', 'Etablissements', 'Etablissements']",DEPP – Ministère de l’éducation nationale et de la jeunesse,['établissements']
719,adresses_des_panneaux_cq@parisdata,https://data.opendatasoft.com/explore/dataset/adresses_des_panneaux_cq@parisdata/information/,Adresses des panneaux d'affichage des Conseils de Quartier,"<p>
	     Liste des panneaux d'affichage des Conseils de Quartier.<br/>
	     Le jeu de données précise:<br/>
<span style=""line-height: 1.45em;"">- Le type de panneau<br/>
<br/></span><span style=""line-height: 1.45em;""></span><span style=""line-height: 1.45em;"">- L'adresse<br/>
<br/></span><span style=""line-height: 1.45em;"">- Le conseil de quartier responsable du panneau<br/>
<br/></span><span style=""line-height: 1.45em;"">- Les personnes à contacter</span><span style=""line-height: 1.45em;""></span>
<br/></p><p>
<span style=""line-height: 1.45em;"">Les lignes vides dans le jeu de données signifient qu'il n'y a pas de panneaux dans l'arrondissement en question. </span></p><p>
<span style=""line-height: 1.45em;"">Consultez l'annuaire des conseils de quartier : </span><a href=""http://www.paris.fr/participez/participation-citoyenne/conseils-de-quartiers-2384"">http://www.paris.fr/participez/participation-citoy...</a></p>",['Citoyenneté'],"Direction de la Démocratie, des Citoyen.ne.s et des Territoires - Ville de Paris","['Affichage', 'panneau', 'quartier', 'Conseil de quartier', 'conseil', 'DDCT']"
720,09_03_log_vacants_1_categorie_batiment_des_1995@cantonfribourg,https://data.opendatasoft.com/explore/dataset/09_03_log_vacants_1_categorie_batiment_des_1995@cantonfribourg/information/,"Logements vacants, selon la catégorie de bâtiment et le nombre de pièces, dès 1995","<p style=""""><span style=""font-family: sans-serif; font-weight: bolder;"">Ce jeu de données présente les l</span><b>ogements vacants, selon la catégorie de bâtiment et le nombre de pièces dès 1995.</b></p><p style=""font-family: sans-serif;""><br></p><p style=""font-family: sans-serif;""><span style=""font-weight: bolder;"">Remarques: </span>Les données statistiques des communes fribourgeoises qui fusionnent sont intégrées rétroactivement à la nouvelle commune. Les données statistiques de Clavaleyres, anciennement commune bernoise, sont incluses à celles du canton de Fribourg et à la commune de Morat dès la période d’observation 2022.</p>",['Construction et logement'],Office fédéral de la statistique,"['commune', 'logements', 'bâtiments', 'constructions', 'vacants']"
721,225300011_offre-touristique-lieux-de-patrimoine-culturel-en-mayenne@opendata-lamayenne-fr-paysdelaloire,https://data.opendatasoft.com/explore/dataset/225300011_offre-touristique-lieux-de-patrimoine-culturel-en-mayenne@opendata-lamayenne-fr-paysdelaloire/information/,Offre touristique: Lieux de patrimoine culturel en Mayenne,"<p>
	Offre touristique :  Liste des lieux de patrimoine culturel en Mayenne.
</p>
<hr/>
Ce jeu de données est fourni par le réseau e-SPRIT : e-système des professionnels du réseau d’information touristique des Pays de la Loire  
<a href="" http://www.e-sprit.fr/"" target=""_blank"">E-Sprit</a>.<br/>
<p>
	Le jeu de données peut être téléchargé aux formats JSON, CSV, XML et XLS. Il est aussi accessible pour les développeurs via l'API de la plateforme: 
	<a href=""https:/../../../../api/v1/console/datasets/1.0/search/"" target=""_blank"">mode opératoire.</a>
</p>
<p>
	Pour les développeurs avancés une syndication est accessible via les coordonnées suivantes :
</p>
<ul>
	<li><a href=""http://wcf.tourinsoft.com/Syndication/3.0/pdl/ce2229b2-8958-46b6-b4ae-b74a24aafb9f"" target=""_blank"">Processus d'appel des collections</a></li>
	<li><a href=""http://wcf.tourinsoft.com/Syndication/3.0/pdl/ce2229b2-8958-46b6-b4ae-b74a24aafb9f/$metadata"" target=""_blank"">Structure de la syndication (métadonnées)</a></li>
	<li><a href=""http://api-doc.tourinsoft.com/"" target=""_blank"">Documentation fonctionnelle et technique</a></li>
</ul>
<p>
A voir aussi : thème <a href=""https://data.lamayenne.fr/explore/?source=shared&amp;disjunctive.publisher&amp;sort=explore.popularity_score&amp;geonav=world%2Fworld_fr%2Ffr_40_52%2Ffr_60_53&amp;geonav-asc&amp;refine.theme=Culture+%2F+Tourisme"">CULTURE/TOURISME</a> depuis notre portail open data.
	<br/>
</p>",['Culture / Tourisme'],e-SPRIT,['tourisme']
722,224400028_nb-aide-sociale-hebergement-pers-handicapees-loire-atlantique@loireatlantique,https://data.opendatasoft.com/explore/dataset/224400028_nb-aide-sociale-hebergement-pers-handicapees-loire-atlantique@loireatlantique/information/,Aide sociale à l’hébergement pour les personnes en situation de handicap en Loire-Atlantique,"<p>Nombre de personnes handicapées qui bénéficient d'une prise en charge des frais d'hébergement depuis 2002. </p><hr id=""horizontalrule""/><p>Les frais de séjour des personnes handicapées dans des établissements habilités à accueillir des bénéficiaires de l’aide sociale peuvent être pris en charge au titre de l’aide sociale, sous réserve que le demandeur remplisse les conditions d’attribution de cette aide.</p>",['Santé / Social'],Département de Loire-Atlantique,"['aide sociale', 'invalidité']"
723,cdt62_restaurants_nl@tourisme62,https://data.opendatasoft.com/explore/dataset/cdt62_restaurants_nl@tourisme62/information/,Restauration (Néerlandais),Restauration dans le Pas-de-Calais.<br/><p>Ce jeu de données est en Néerlandais.</p>,['Restauration'],Comité départemental de tourisme du Pas-de-Calais,
724,buildingref-france-majic-locaux-millesime@public,https://data.opendatasoft.com/explore/dataset/buildingref-france-majic-locaux-millesime@public/information/,Fichier des locaux des personnes morales (MAJIC),"<p>Ce jeu de données contient un extrait du fichier MAJIC (Mise à Jour des Informations Cadastrales) se limitant aux biens dont sont propriétaires des personnes morales.</p> <p>Les fichiers des personnes morales recensent au niveau départemental les personnes morales qui apparaissent dans la documentation cadastrale, en situation du 1er janvier de l'année de référence (n ou n-1 selon la date de téléchargement), comme détentrices de droits réels sur des immeubles, à l'exception des sociétés unipersonnelles et des entrepreneurs individuels.</p><p>Les fichiers des propriétés bâties (locaux) restituent les références cadastrales et l'adresse des locaux, complétés du code droit, de la dénomination et de la forme juridique des personnes morales propriétaires.</p> <p><b>Notes</b><br>- certains codes de groupes de personnes morales sont suffixés d'un A : il s'agit de personnes morales situées en Alsace-Moselle et donc exonérées de certaines cotisations. <br>- certains codes SIREN de personnes morales sont préfixés d'un U : il s'agit de numéros fictifs introduits par la DGFiP.<p> <br> <p><b>Enrichissements</b><br>- ajout de la hiérarchie administrative (EPCI, régions, noms des départements) <br>- ajout de la signification de certains codes spécifiques (code du droit exercé par la personne morale propriétaire, groupe de la personne morale, forme juridique, nature de culture…) <br>- géocodage avec la Base Adresse Nationale : les points géographiques présents dans le jeu de données proviennent de ce géocodage et ne sont pas les positions exactes issues du cadastre.</p> <p><b>Voir aussi</b><br> <a href='https://public.opendatasoft.com/explore/dataset/buildingref-france-majic-parcelles-millesime/information'>le jeu de données des parcelles</a>.</p>","['Spatial planning, Town planning, Buildings, Equipment, Housing']","Ministère de l’économie, des finances et de la relance","['immobilier', 'personne morale', 'local']"
725,namur-population-ages-par-localite@namur,https://data.opendatasoft.com/explore/dataset/namur-population-ages-par-localite@namur/information/,Namur - Structure de la population par groupes d'âges quinquenaux et par localité,"<p style='font-family: -apple-system, BlinkMacSystemFont, ""Segoe UI"", Roboto, Helvetica, Arial, sans-serif;'>Namur Population - Répartition de la population masculine et féminine par localités (anciennes communes de Namur), par tranche de 1 an de 0 à plus de 100 ans. Données du jour précédent à 18h. <span style=""font-size: 0.875rem;"">Fonctionnalités spécifiques : trouver le nombre de personnes sur la commune de Namur entre 2 âges et  consulter la pyramide des âges du jour. </span></p>","['Population, Statistiques']",Ville de Namur,"['Namur', 'Population', 'Statistique', 'Age', 'Homme', 'Femme', 'Structure de la population', 'Pyramide des âges', 'Localité', 'Chiffres du jour']"
726,cdt62_pleine_nature@tourisme62,https://data.opendatasoft.com/explore/dataset/cdt62_pleine_nature@tourisme62/information/,Pleine Nature (Français),Pleine nature dans le Pas-de-Calais.<br><p>Ce jeu de données est en Français.</p>,['Pleine Nature'],Comité départemental de tourisme du Pas-de-Calais,
727,cdt62_patrimoine_culturel_en@tourisme62,https://data.opendatasoft.com/explore/dataset/cdt62_patrimoine_culturel_en@tourisme62/information/,Patrimoine Culturel (Anglais),Patrimoine culturel dans le Pas-de-Calais.<br/><p>Ce jeu de données est en Anglais.</p>,['Patrimoine Culturel'],Comité départemental de tourisme du Pas-de-Calais,
728,zsmeitybca2@namur,https://data.opendatasoft.com/explore/dataset/zsmeitybca2@namur/information/,Namur - Ménages - Tableau croisé 1c,"<p style='font-family: -apple-system, BlinkMacSystemFont, ""Segoe UI"", Roboto, Helvetica, Arial, sans-serif;'>Fichier technique</p>","['Population, Statistiques']",Ville de Namur,
729,etudes-realisees-en-2023@bruxellesdata,https://data.opendatasoft.com/explore/dataset/etudes-realisees-en-2023@bruxellesdata/information/,Studies carried out in 2023,"<p style=""margin:0cm""><span style='font-size:14.0pt;font-family:""Arial"",sans-serif;
color:#565656;mso-ligatures:none'>Inventaire des <b>études réalisées en
2023 pour le compte de la Ville de Bruxelles</b>, en vertu de l'art. 6,
§1er, 3°, du décret et ordonnance conjoints du 16 mai 2019, relatifs à la
publicité de l'administration dans les institutions bruxelloises.<br>
<br>
<o:p></o:p></span></p><p style=""margin:0cm"">

</p><p class=""MsoNormal"" style=""margin-bottom: 0cm; line-height: normal; background-image: initial; background-position: initial; background-size: initial; background-repeat: initial; background-attachment: initial; background-origin: initial; background-clip: initial;""><span style='font-size:14.0pt;font-family:""Arial"",sans-serif;mso-fareast-font-family:
""Times New Roman"";color:#565656;mso-font-kerning:0pt;mso-ligatures:none;
mso-fareast-language:FR-BE'>Plus d’info : <a href=""https://www.bruxelles.be/publicite-de-ladministration"" target=""_blank""><span style='font-family: ""inherit"", serif;'>https://www.bruxelles.be/publicite-de-ladministration</span></a></span><span style=""font-size: 10.5pt; font-family: Arial, sans-serif;""><o:p></o:p></span></p><p class=""MsoNormal""><o:p></o:p></p>","['Public services, Administration']",Ville de Bruxelles/Stad Brussel,"['studies', 'inventory', 'transparency', 'advertising']"
730,subventions-declic-energie@seineouest,https://data.opendatasoft.com/explore/dataset/subventions-declic-energie@seineouest/information/,Subventions Déclic Energie,"<p>Subventions Déclic Energie accordées par Grand Paris Seine Ouest depuis 2015</p><p>Consommer moins d’énergie est essentiel pour faire des économies et réduire les émissions de gaz à effet de serre. Pour accompagner les habitants du territoire désireux d’améliorer leur consommation d’énergie, Grand Paris Seine Ouest (GPSO) a mis en place des subventions énergie pour l’isolation de toiture, et l’installation d’équipements à énergies renouvelables.</p><p>Pour en savoir ou faire une remande, rendez vous sur <a href=""https://www.seineouest.fr/vos-services/environnement/renovation-energetique/je-renove/les-aides-declic-energie"" target=""_blank"">seineouest.fr</a></p>","['Environnement, Cadre de vie']",Seine Ouest,"['Subventions', 'Déclic Energie', 'Rénovations énergétiques', 'Energie']"
731,txcouv_pe_epci@cnaf,https://data.opendatasoft.com/explore/dataset/txcouv_pe_epci@cnaf/information/,Taux de couverture d'accueil du jeune enfant [EPCI],"L’indicateur du taux de couverture rapporte le nombre de places offertes pour tous les accueils formels aux enfants de moins de 3 ans, à l'échelle EPCI, depuis 2017. Il vise à estimer une offre théorique au mois de décembre de l’année N et ne prend pas en compte le fait qu’une place puisse être vacante ou au contraire utilisée par plusieurs enfants.",['Petite enfance'],Caisse nationale des Allocations familiales,"['PSU', ' PAJE', ' CMG', ' assistante maternelle', ' garde à domicile', ' micro crèche', ' EAJE', ' crèche', "" garde d'enfant"", ' petite enfance', ' taux couverture', ' équipement']"
